id,name,surname,city,street,street_number,postal_code
58887338.0,,Chmiel,Poniatowa,Gościnna,1064.0,84-631
77940545.0,Dioniza,,,Jarzębowa,,
220405057.0,Sandra,Baran,Zator,Grawerska,830.0,
205743183.0,Natalia,Rafalska,Dąbrowa Górnicza,Grodzka,,14-188
526049.0,Jonasz,Ignatowicz,Kock,,1178.0,77-671
477591567.0,Iwon,Krauze,,Rzepeckiej Heleny,231.0,
,,Stoch,Leszno,,372.0,32-254
31989920.0,,Baran,Rymanów,Drogocin,191.0,13-850
265276185.0,,Partyka,,Lubeckiego Franciszka Ksawerego,732.0,40-674
334613315.0,Lusia,Kucharska,Sobótka,Żarnowa,546.0,00-981
102170364.0,Janusz,,Stryków,Karpacka,639.0,76-790
182835478.0,Napoleon,Grzesiak,,Kłuszyńska,470.0,92-954
,Edmund,,Świdwin,Zagonowa,1400.0,48-733
215933395.0,Bonifacy,Sienicki,Ruda Śląska,,,07-430
62430364.0,Apolonia,Wojciechowska,,Sterowa,322.0,20-077
212215681.0,,Gardocki,Józefów,Racjonalizatorów,432.0,
301704327.0,Aleksandra,Regulska,Szczebrzeszyn,,82.0,25-143
443383998.0,Gaweł,Rataj,Oborniki Śląskie,Odmętowa,90.0,87-235
501349415.0,Diana,,Goniądz,Piękna,125.0,62-104
40318034.0,Augustyna,Walewska,Kłodzko,Heleny,1008.0,20-545
209885833.0,Barbara,,Wielichowo,Symfoniczna,372.0,04-567
,Szymon,Rubinowicz,Piechowice,Perłowa,,52-985
,Jowita,Musiał,Orzesze,Wroniecka,1120.0,01-414
,Gabriel,Gąsiorowski,Chociwel,Strzelnica,634.0,36-650
137352841.0,Irena,,Lubań,Józefitów,724.0,
495370684.0,Hipolit,Redyk,Kowary,Prusa Bolesława,1246.0,03-302
,Genowefa,Jerzmanowska,Bardo,Sawickiego Jana,,74-851
29521021.0,Dionizy,Gąsiorowski,Pionki,Koralowa,1346.0,36-462
,Ewa,Skubiszewska,Oborniki,Starowiejska,163.0,56-632
27026514.0,,,Turek,Tynkarzy,,21-552
306869460.0,Krzysztof,Gombrowicz,Jordanów,Powiśle,780.0,
140401206.0,Dionizy,,,Księżycowa,625.0,56-069
681393.0,Olaf,,Gniewkowo,Nad Jeziorem,213.0,
38521923.0,Hanna,Siudek,Poniatowa,Hiszpańska,1335.0,11-676
518680325.0,Filipina,Kaznowska,Drezdenko,Okulickiego Leopolda,1004.0,38-037
,,,Suwałki,Andersa Władysława,488.0,62-479
,Hania,Piętka,Międzychód,Perkoza,11.0,65-200
67813586.0,Mariusz,Gąsiorowski,Piława Górna,Działyńskich,1059.0,93-599
104694344.0,Donald,Różewicz,Dziwnów,Bujaka Franciszka,217.0,20-855
463660076.0,Basia,Rubinowicz,Nakło nad Notecią,Rodziewiczówny Marii,,38-375
369843838.0,Berta,Kruszewska,Nowe Miasto Lubawskie,Kubiaka Zygmunta,789.0,14-523
494144668.0,Nikita,,Grybów,Stroma,900.0,32-343
48338463.0,,Pilarz,Kowary,Bieszczady,262.0,14-096
522561380.0,Arek,Maniura,,Wiesiołkowa,1228.0,19-678
399937798.0,Józefina,Michalak,,,161.0,08-594
43011129.0,Lucjan,,Sędziszów,,,66-054
,,,Aleksandrów Kujawski,Nałkowskiego Wacława,,97-813
180258175.0,Janusz,Mejsztowicz,Łobżenica,Leszczyńska,988.0,
6667971.0,Danisława,Dziadosz,Opoczno,Zagłoby,999.0,03-601
66400899.0,,Wolańska,Marki,Słomiana,618.0,53-461
257404167.0,Linda,Towarnicka,Suchowola,Rudnicze,1242.0,80-816
660731104.0,Honorata,Białas,Kietrz,Świętego Jacka,535.0,
,Honorat,Horodecki,Świętochłowice,Orleańska,643.0,
245940237.0,Ludwika,Żalińska,Kalisz Pomorski,Winogrady,712.0,34-949
54431906.0,Leona,Mączyńska,Olesno,Robla Jana Zygmunta,1209.0,
7229612.0,,Boguszewski,Ustroń,Poligonowa,1207.0,45-630
143651916.0,,Szafarz,Kielce,Starego Mieszka,426.0,45-647
479935420.0,Otylia,Królicka,,,,72-810
15006950.0,Kamil,Słabowski,,Okopowa,814.0,57-605
4981172.0,Darek,Korczewski,Tomaszów Lubelski,Ubeliny,,53-062
,Julian,Malczewski,Mordy,Kalwińska,1.0,41-805
503335443.0,Iwonka,Stępień,Konstantynów Łódzki,Trzebiatowska,107.0,22-257
,,Kaczor,,Żółtej Ciżemki,,90-553
180738754.0,Marleta,Marcinkiewicz,Rabka-Zdrój,Wyzwolenia,208.0,42-496
71091074.0,Boguchwała,Rusek,,Zamłynie,980.0,80-105
,Czesława,Skubiszewska,Łask,Złocieniowa,,
,Łukasz,Lipiński,Bytów,Kredowa,1356.0,22-825
438780900.0,Oleńka,Samsonowicz,Czersk,Kościelnicka,12.0,18-327
,Apoloniusz,,Zawichost,Dolna,240.0,66-493
152078891.0,Mirosława,Abramczyk,,Zjazd,1136.0,07-160
62754136.0,Polina,Marciniak,,Ubeliny,,64-643
496463402.0,Piotr,Dąbkowski,,Karkonoska,371.0,61-552
90095416.0,Ola,Markiewicz,Jutrosin,Górnicza,383.0,39-129
,Bruno,Waniek,Gniewkowo,Kozietulskiego Jana,403.0,57-822
169577009.0,Gwidon,Syrewicz,Olecko,Drożdżowa,409.0,23-656
81648451.0,Klaudia,Wielopolska,Buk,,51.0,74-154
21746176.0,Bogdan,Łuczak,Łochów,Palmowa,219.0,65-449
,,Surdykowska,Otwock,Jastarnicka,241.0,
2038344.0,Maja,,,Porzecze,757.0,69-259
47541468.0,Zygmund,Kwietniewski,Kozienice,Powiśle,12.0,
7667095.0,,Czekalska,Siewierz,Saperska,546.0,45-999
245938988.0,Jarek,Kozakiewicz,Skaryszew,Jezierskiego Jacka,,75-505
400103666.0,,Górzyńska,Suchowola,Psarskie,1323.0,61-691
64117704.0,,,Józefów,Folwarczna,,46-898
368281863.0,Miron,Szablewski,Kluczbork,Ładna,,11-126
189025580.0,Polonia,Białecka,Bytom Odrzański,,1030.0,46-166
51861585.0,Leoncjusz,,,Na Klińcu,1068.0,
,Apolonia,,Zwierzyniec,,566.0,26-041
26427175.0,Remigiusz,,Okonek,Dymka Walentego,112.0,45-594
298263720.0,Józefa,Pośpiech,,Lelewela Joachima,111.0,45-148
,Adela,Krupińska,,,496.0,38-272
41396848.0,Kunegunda,Różańska,,Czaplinecka,,57-193
,,,,Robotnicza,,34-036
19550687.0,Kostek,Rutowicz,,Santocka,,12-782
546332095.0,,Pietraszek,,,1338.0,89-792
106523941.0,Zbyszko,,Oborniki Śląskie,Solskiego Ludwika,,00-471
110166532.0,Liliana,Pardecka,Iłża,,1007.0,30-963
220397248.0,Otylia,Warzager,Woźniki,Kotlarczyków Jana I Józefa,1206.0,
,Jerzy,Michalak,Wolbrom,Wyspiańskiego Stanisława,700.0,24-812
404965561.0,Lena,Smolińska,Krosno Odrzańskie,Murowana,184.0,19-923
241085294.0,,Koziej,Mordy,Łabędzia,513.0,10-485
,Aron,Raszewski,Dąbrowa Białostocka,Dubois Stanisława,246.0,45-911
28287328.0,Bogusław,Waszkiewicz,Szczekociny,Biesiadna,615.0,65-184
8274561.0,Cezariusz,Kuraś,Choszczno,Calliera Edmunda,1123.0,78-335
163872540.0,Regina,,Mińsk Mazowiecki,Filarecka,499.0,79-718
20144687.0,Adelina,Reszke,Stawiszyn,Pszona Mieczysława,,65-977
92176417.0,,Maculewicz,Drawsko Pomorskie,Spadochronowa,1026.0,96-968
94795714.0,Kamila,Kruszewska,,Jezierskiego Wincentego,165.0,08-727
117426953.0,Iwan,Skubiszyński,Łęczyca,Czarodziejska,1222.0,14-798
466687885.0,,Lipska,,Jeziorany,842.0,01-788
292881354.0,Alojzy,Waniek,,Murarska,653.0,82-656
47236719.0,Wiesław,,,Pod Sowińcem,1367.0,34-256
,Ilona,Suwart,Radomsko,Nieduża,389.0,24-123
,Zbyszko,Dobrzyński,Poniatowa,,469.0,55-702
151790586.0,,Kaczor,Radzionków,Przeworska,,26-555
34836996.0,Tymoteusz,Chomicki,Ełk,Nad Potokiem,752.0,00-182
79572489.0,Marcella,Janiszewska,Chodzież,Aliny,,
153102817.0,,Niewiarowska,Chorzów,Sierpińskiego Wacława,616.0,54-965
106876990.0,Hipolit,Trzciński,Kalisz,,,71-786
20560778.0,,,Starachowice,Sytkowska,446.0,69-042
471517464.0,Ada,Niewiarowska,,Ubeliny,,38-735
26360725.0,,,Końskie,Mierzeja Wiślana,1386.0,05-825
161758747.0,Przemysława,,,Serdeczna,247.0,73-482
111116543.0,Agaton,Smoliński,Rydzyna,Wierzynka Mikołaja,1232.0,47-528
111183368.0,Antoni,Tomankiewicz,Reda,Koźmiana Jana,1264.0,25-301
,Radomir,Fornalski,Radzionków,Przeworska,773.0,26-555
518353298.0,Łucja,Narkiewicz,Płońsk,Pocztowa,1353.0,40-971
651316798.0,Teodora,Świerczyńska,Płoty,Teokryta,1258.0,26-860
81713900.0,Maksymilian,Obrębski,Bełżyce,Czarodziejska,620.0,
133008261.0,Ambroży,Różewicz,Żuromin,Gronowa,23.0,77-761
,Mirka,Frątczak,Ruciane-Nida,Skałeczna,944.0,16-514
53704502.0,Maciej,Sutowicz,Radzionków,Margaretek,,72-957
,Teresa,Uryga,Wojkowice,,,46-201
,Mariola,Sicińska,,Otwarta,,
61775672.0,Stanisław,,Lubawka,Starego Wiarusa,149.0,
47553405.0,Felicjana,Chełmicka,Bolków,Czekanowskiego Jana,,63-161
,Tola,Śliwa,Brodnica,Malawskiego Artura,,46-833
16221917.0,Jagienka,,Witnica,Świerkowa,418.0,79-813
41172403.0,Leonora,,Miłomłyn,Sobesto Tadeusza,271.0,42-844
6223034.0,,Urbaniak,Ujście,Zakarnie,453.0,36-601
13317371.0,Kleofas,Redlicki,Stronie Śląskie,Szronowa,1341.0,99-840
,Iza,Filipowicz,Puck,,,38-068
,Marcel,Ambroziak,Kazimierz Dolny,Rydla Lucjana,474.0,45-472
27561182.0,Piotr,Świerczewski,,,,82-319
,Kleofas,Kamieński,,Czeczeńska,864.0,
211854858.0,Fryderyk,Czech,Tarczyn,,388.0,
,Daniela,Szcześniak,,Wrzoska Adama,1149.0,
253887654.0,Henryk,Ochab,Nisko,,76.0,81-181
236757577.0,Bogusław,Pańczyk,Bukowno,Strusia Józefa,749.0,57-315
44689069.0,Tobiasz,,Orzesze,Równa,1210.0,
,,,Skoczów,Sułowska,,
25984254.0,Jarosław,Kownacki,Zielona Góra,Stepowa,,72-150
1174944.0,Emilian,,Nałęczów,,,77-848
520195829.0,Benedykt,Mazurek,Biała,Norwida Cypriana Kamila,1022.0,
,Lesław,Olejniczak,,Bracka,1137.0,35-268
,Alfred,,Strzyżów,Zarudawie,,14-787
41565510.0,Paulina,Kołodziej,,Olimpijska,,26-643
6232825.0,Joanna,Garbowska,Duszniki-Zdrój,Wiosenna,1222.0,79-822
33992644.0,,Podgórska,,,434.0,52-964
150323144.0,Leopolda,Czachor,,Taborowa,14.0,26-743
11211744.0,Wojciech,Wiszowaty,Kętrzyn,,,84-772
34707142.0,Wawrzyn,Purcelewski,Baborów,Taborowa,14.0,26-743
83642199.0,Piotr,Zielonko,Gołańcz,Domowa,,00-241
62555638.0,Romualda,Sikorska,Kowary,Prusa Bolesława,1246.0,03-302
,Janek,Kasprzyk,Środa Wielkopolska,Nikifora,493.0,46-214
88650377.0,Krzesimir,Burzyński,Lędziny,Pana Kleksa,196.0,
60017498.0,,Kijańska,Poniatowa,Trawiasta,,
,Amelia,Dudek,Gdynia,Sołtysowska,1130.0,98-413
,Mariusz,Sienicki,Nowogard,Rybaki,416.0,63-539
11301115.0,Kostek,Tatarkiewicz,Pieniężno,Janickiego Klemensa,925.0,76-675
73469920.0,,Marcinkiewicz,Boguszów-Gorce,Szkółkowa,,08-670
40117397.0,Jurek,Rogalski,Trzebinia,Dymarek,130.0,56-950
108988630.0,Filipina,Popek,Orzysz,Bosacka,,15-581
90970889.0,Wawrzyn,Kozakiewicz,Chocianów,Przyszłości,769.0,71-676
129752741.0,Kołodziej,,Zaklików,Farmaceutów,575.0,
30561142.0,Celestyn,,Aleksandrów Łódzki,,861.0,
,Hipolita,Korczyńska,Dobiegniew,Mieczników,364.0,60-106
,,Kalinowska,Poznań,Ojcowska,1248.0,
33177376.0,Tomasz,Abakanowicz,,Gersona Wojciecha,1065.0,62-799
3705784.0,Darek,Popek,Łosice,Pomorska,1077.0,55-268
346904627.0,,Zatorska,Częstochowa,Staszowska,,30-573
463456336.0,Mira,Jałoszyńska,Głogów Małopolski,Szopkarzy,,02-296
20295424.0,Sławek,Mazurek,Kamień Krajeński,Bronisza,667.0,84-012
73658511.0,,Szklarska,Baborów,Wołkowyska,1151.0,60-235
569759851.0,Aneta,Pietraszek,Rydzyna,Wierzynka Mikołaja,,47-528
132053236.0,,,Ruda Śląska,,282.0,43-129
31076218.0,Patryk,,Krasnystaw,Charzykowska,,13-395
93532296.0,Gracja,,Oleśnica,,941.0,
188731930.0,Gerwazy,Pospieszalski,Reszel,Podzamcze,1171.0,
60713579.0,Krzesimir,Buczkowski,,Izbicka,1299.0,49-588
67374866.0,Gloria,Sztwiertnia,Głuchołazy,,1211.0,
400019937.0,Bożysław,,,Wiatraczna,804.0,18-851
81633956.0,Hortensja,Pazura,Połczyn-Zdrój,Bąka Wojciecha,647.0,
176006357.0,Władysława,Ramotowska,Piaseczno,Na Borach,90.0,50-043
5611675.0,,Hrycyk,Pieniężno,,160.0,52-963
,,Gombrowicz,Mysłowice,Słotna,,44-647
,Iwan,,Raciąż,Nowogrodzka,350.0,65-003
97208223.0,Wojciech,Surdykowski,,Nad Dłubnią,,90-918
,Emilian,Krasuski,Nowe,Na Łąkach,544.0,07-687
15054730.0,,Pilarz,,Lewkowa,266.0,74-476
75290058.0,Cecylia,Kaczanowska,Świdnik,Żyzna,,00-358
,,Szczutowski,Łęknica,,651.0,98-200
4706592.0,Napoleon,Kamieński,Jastrowie,,790.0,14-823
,Marleta,Szlagowska,Opole,Nadwodna,491.0,48-780
152383006.0,Zenobiusz,,Sokołów Podlaski,Gwieździsta,,
,,Duchnowski,Sandomierz,Morawskiego Franciszka,457.0,37-426
,Ferdynand,Imieliński,,Łódzka,821.0,95-318
,Bolesława,Makowiecka,Krapkowice,Bojanówka,533.0,14-009
,Marta,Rogalska,Żelechów,Jaspisowa,346.0,
,Klaudia,Kurska,Krosno Odrzańskie,Szafirowa,1142.0,21-621
,Igor,,,Przełazek,1375.0,11-716
98963805.0,Izabela,Filipowicz,Poręba,Syrachowska,509.0,47-829
42543437.0,,Górski,Choszczno,,374.0,89-875
16170708.0,Przemysława,Szczepanowska,Brzeg,Krzyżtoporska,163.0,99-142
16388782.0,,Piwarski,Barcin,Na Łuku,514.0,56-079
453769813.0,Dobrawa,Piecha,,Kosiarzy,336.0,
400404792.0,Dagmara,Karwowska,Dobiegniew,,,52-485
51043785.0,,Rączkowski,Brzeszcze,Hulewiczów,,18-941
,,Waligórska,,Górska,474.0,54-960
,,Frydrychowicz,Giżycko,Złoczowska,253.0,28-422
5515782.0,,Olechnowicz,Częstochowa,Kręta,1297.0,14-591
500947633.0,Jana,,Parczew,,1144.0,79-438
26112194.0,Bogusław,Waglewski,,Pionierska,923.0,30-602
375212974.0,,Wesołowska,,Wałbrzyska,123.0,65-068
,Radomił,,Łabiszyn,Czeremchowa,1242.0,87-650
19595858.0,Ksawery,Szcześniak,Sandomierz,Pluty-Czachowskiego Kazimierza,788.0,98-461
450254724.0,Cecylia,Suwart,Suchowola,Nowowiejskiego Feliksa,1131.0,60-489
,Paulina,Mejsztowicz,Skoki,Sokołowskiego Jana,1150.0,81-153
526415346.0,Fabian,,Ustka,,,
,Darzybór,Brzozowski,Lidzbark Warmiński,,937.0,64-317
26691334.0,Edyta,,Łasin,,1019.0,
,Mariusz,,,Jastruna Mieczysława,,54-371
325641365.0,Sobiesław,Salicki,Żagań,,18.0,33-124
36717994.0,Bogna,Wesołowska,,Grabczaka Ignacego,703.0,98-886
349318175.0,Ada,Kamińska,Modliborzyce,Cicha,1369.0,69-781
165184204.0,Rysiek,Kijowski,Szydłowiec,Koło Strzelnicy,1284.0,07-442
29547446.0,Jonasz,Kaznowski,Choszczno,Gałęzowskiego Józefa,,47-564
27253438.0,Leon,Olejniczak,,,739.0,03-589
394616570.0,Augustyna,,Gostyń,Grochmalickiego Jana,965.0,
,Radosława,Więcek,Oborniki Śląskie,Solskiego Ludwika,552.0,00-471
103513367.0,Manuel,Młynarczyk,,Czaplinecka,455.0,
246625061.0,Jacek,Mackiewicz,Muszyna,Lehra-Spławińskiego Tadeusza,223.0,30-342
5255153.0,Izrael,Śpiewakowski,Kamień Pomorski,Węgłowa,754.0,41-749
189330889.0,Wiola,Giergielewicz,Wysokie Mazowieckie,Plauta,1124.0,21-468
155798422.0,Danka,Słowakiewicz,Karczew,,596.0,88-489
452033489.0,Mela,Lewińska,Kolno,Pawlikowskiej-Jasnorzewskiej Marii,,44-372
10427765.0,,Walczak,Czyżew,Dworska,,77-220
,Jagna,Roguska,Garwolin,Niemeńska,1261.0,44-490
476862952.0,,Duchnowska,,,,44-943
177690194.0,Otylia,Winnicka,Strzegom,Kordiana,71.0,95-007
53926221.0,,Abakanowicz,Kock,Na Grabinach,,13-277
106392165.0,Romualda,Czerwińska,Kamieńsk,,343.0,21-902
24163194.0,Irek,Skoczylas,Zalewo,Familijna,46.0,72-684
202264318.0,Korneliusz,Purcelewski,Police,Radlińska,1093.0,48-003
235965010.0,Artem,Platajs,,Mały Płaszów,665.0,18-364
41738461.0,Gabryjel,Siudek,Pyskowice,Sudolska,702.0,37-866
97266712.0,Beata,Szcześniak,,Armii Ludowej,914.0,79-787
477262090.0,,Rataj,Nowy Targ,,781.0,49-994
94284146.0,Fabian,Mejsztowicz,Świdwin,Urbanistów,1239.0,
397622755.0,Waldemar,Klimczuk,Kłodawa,,,41-645
22373934.0,Rysiek,Korzeniak,Piekary Śląskie,Jabłonna,,41-993
484207787.0,,Suwart,Pelplin,Bzowa,363.0,95-913
37142253.0,Iryda,,Nowe Brzesko,Barana,330.0,
3135978.0,Balbina,Korwin-Szymanowska,Halinów,Ognistych Wici,685.0,
10878853.0,Darzybór,Witczyk,Legionowo,Różyczkowa,,53-887
35970498.0,Rajmund,Firląg,Pilawa,Obrony Tyńca,725.0,03-995
257530969.0,,Siciński,Dąbrowa Górnicza,Świętej Trójcy,50.0,76-189
56806956.0,Sabina,Wilk,,Leszczyńska,988.0,20-639
201212703.0,Gwidon,Piecha,Chociwel,Palmowa,1342.0,25-614
21178889.0,Amadeusz,Wilkoszewski,Łochów,Zdrowa,608.0,43-388
4207549.0,Różanna,Chmiel,Otwock,Nowiny,111.0,32-345
36358656.0,Gerald,Czachor,Kazimierz Dolny,Jaspisowa,284.0,69-656
,Zygmund,Sikorski,Zielona Góra,Gardowskiego Ludwika,1352.0,
97983479.0,Leoncjusz,Garbowski,Staszów,Drożdżowa,810.0,09-165
,Henryk,Kołodziej,Knurów,Nad Pokrzywką,288.0,17-892
10405661.0,Borys,Pakosz,,Kotsisa Aleksandra,704.0,56-595
,Patrycja,,Maków Mazowiecki,Kowalewicka,465.0,94-954
28376813.0,Apoloniusz,Waglewski,,Pogorzelska,250.0,50-714
,Cezary,Opasiński,Wschowa,Dębnicki Rynek,711.0,97-184
110759532.0,,Dziadosz,Pieniężno,Kozietulskiego Jana,263.0,
108153115.0,,,Świątniki Górne,Minikowo,54.0,06-836
362487308.0,Marzenna,Małłek,,Biesiadna,,65-184
286341853.0,Antoniusz,Pilarski,Iwonicz-Zdrój,Łowiecka,556.0,22-147
11688587.0,Ferdynand,Piekarski,Elbląg,Spółdzielców,421.0,
484963784.0,Honorata,Świętochowska,Bełżyce,Czarodziejska,620.0,63-821
63060650.0,Alek,,Andrychów,Rylskiego Maksyma,1134.0,
16731968.0,,Wójczyk,Brzeszcze,,545.0,37-948
,,Onufrowicz,Grajewo,Zodiakowa,680.0,40-935
123597427.0,Lech,Towarnicki,Krynica Morska,Żuławska,573.0,71-961
,Klaudiusz,Kubicz,Ozorków,Muszyńska,1170.0,93-296
154068851.0,Jędrek,,,,65.0,46-330
126084859.0,,Krupska,Borek Wielkopolski,Rodzinna,749.0,80-335
45818115.0,,Rybińska,,Inowrocławska,649.0,48-758
173159114.0,Nina,Wójczyk,Mosina,Augustynowicza Jana,31.0,58-167
243487364.0,Genowefa,Redyk,,Przymiarki,2.0,95-263
295562337.0,Danusia,,Września,,694.0,70-041
274998076.0,Łukasz,Kasprowicz,Daleszyce,,986.0,83-639
426905985.0,Marietta,Raniszewska,Krzywiń,Szamarzewskiego Augustyna,907.0,61-756
100584821.0,Gerald,Sulej,Wilamowice,Bełzy Władysława,,97-020
,Gaja,Pilarz,Sieniawa,Iwonicka,1372.0,74-367
,,Pawlicka,,Skarszewska,,15-341
,Telesfor,Kowal,Tuliszków,Szelburg-Zarębiny Ewy,842.0,
392875664.0,Magdalena,Krupińska,,Jasia I Małgosi,1298.0,49-234
1569530.0,Augustyna,,Twardogóra,Na Nowinach,98.0,64-237
29795643.0,Florian,Kuraś,Piaseczno,Na Borach,90.0,
61681278.0,Rysiek,Wołk-Lewanowicz,,Przylaszczki,403.0,54-171
504866043.0,Zbyszko,Golka,Wieleń,,1185.0,71-166
354445411.0,Aldona,Pośpiech,Legnica,Krzywickiego Ludwika,490.0,
46940314.0,Natan,Paradowski,Ostrów Mazowiecka,Działyńskich,,38-787
187570626.0,Rysiek,Giergielewicz,Swarzędz,Muzealna,839.0,91-955
370491961.0,Emil,Orłowski,,Pasternik,19.0,
111416900.0,Gerwazy,Wojciechowski,,Kameliowa,594.0,
,Wincenty,Jurczyk,Strzegom,Kordiana,71.0,95-007
,Janusz,,Nieszawa,Bonin,516.0,44-084
354069937.0,,,Garwolin,Niemeńska,1261.0,44-490
4542855.0,Kołodziej,Dębiński,Książ Wielkopolski,Pałacowa,1143.0,36-388
48344446.0,,,Oława,Pck,1234.0,
67603614.0,,Zawisza,,Sołtysowska,542.0,43-160
215674191.0,Kleofas,,Cieszanów,Nad Żródłem,1217.0,65-759
10823878.0,,,Sułkowice,Eisenberga Filipa,1029.0,13-477
6005030.0,Wiktor,Mazurek,Zagórów,Gorzowska,342.0,26-495
46399125.0,Romuald,Sarnowski,,Sawickiego Jana,221.0,
108944940.0,Basia,Słodkowska,Górowo Iławeckie,Pajdaka Antoniego,729.0,04-196
18919467.0,Lidka,Gołębiewska,Trzebinia,,1029.0,40-396
92147468.0,Szymon,Korczyński,Turek,Daszewicka,641.0,01-833
17341239.0,Marcel,,Ośno Lubuskie,Czernichowska,,28-351
,Marcin,Szczawiński,Oleśnica,Iłłakowiczówny Kazimiery,617.0,
66802678.0,Jurek,,Kłodzko,Rydzyńska,938.0,02-077
108012877.0,Marylka,Kwiek,Boguszów-Gorce,Szkółkowa,,08-670
,Mirosława,Hrycyk,Mogielnica,Zakole,,99-489
33590891.0,,Ignatowicz,Otwock,Ogrodnicza,365.0,22-306
124092339.0,Jagoda,Wolska,Działoszyn,Dolska,105.0,73-866
,Ziemowit,Andrzejak,Jaraczewo,Juraszów,519.0,73-295
86753733.0,,Karwowska,Siemiatycze,,250.0,06-461
6742272.0,Apolonia,Gondz,Pieniężno,Janickiego Klemensa,925.0,76-675
581528677.0,Krystyna,Wasiak,Radymno,Lądecka,191.0,70-100
385856446.0,Iryda,Gogolewska,Śmigiel,Studzianki,277.0,54-416
94711613.0,,Okulska,Starachowice,Ratajskiego Cyryla,966.0,46-706
